Review,Language,Sentiment,KeyPhrases,Entities,LinkedEntities
"Pros
Good Display, Better Battey Performance, Proper Phone size to fit in a wallet or hand. Excellent Build Quality looks premium.
Cons
Outdated Snapdragon 625 processor, Rear Camera above average, Front camera below average, Speaker Sound is low,
Charger Cable length is shortened.
Recommend to buy if its price is 10000",English,mixed,"['Better Battey Performance', 'Proper Phone size', 'Excellent Build Quality', 'Outdated Snapdragon 625 processor', 'Charger Cable length', 'Good Display', 'Rear Camera', 'Front camera', 'Speaker Sound', 'Pros', 'wallet', 'hand', 'Cons', 'average', 'price']","[('Phone', 'Product'), ('wallet', 'Product'), ('Snapdragon 625', 'Product'), ('processor', 'Product'), ('Rear Camera', 'Product'), ('Front camera', 'Product'), ('Speaker', 'Product'), ('Charger Cable', 'Product'), ('10000', 'Quantity')]","[('Display device', 'https://en.wikipedia.org/wiki/Display_device'), ('Computer performance', 'https://en.wikipedia.org/wiki/Computer_performance'), ('Smartphone', 'https://en.wikipedia.org/wiki/Smartphone'), ('Build (developer conference)', 'https://en.wikipedia.org/wiki/Build_(developer_conference)'), ('Quality (business)', 'https://en.wikipedia.org/wiki/Quality_(business)'), ('Cons', 'https://en.wikipedia.org/wiki/Cons'), ('Obsolescence', 'https://en.wikipedia.org/wiki/Obsolescence'), ('Qualcomm Snapdragon', 'https://en.wikipedia.org/wiki/Qualcomm_Snapdragon'), ('Front-wheel drive', 'https://en.wikipedia.org/wiki/Front-wheel_drive'), ('Loudspeaker', 'https://en.wikipedia.org/wiki/Loudspeaker'), ('Sound', 'https://en.wikipedia.org/wiki/Sound'), ('Cable length', 'https://en.wikipedia.org/wiki/Cable_length')]"
Best phone with face unlock full hd video recording and all latest features.,English,positive,"['full hd video recording', 'Best phone', 'latest features', 'face']","[('phone', 'Product'), ('video recording', 'Skill')]",[]
"Overall Phone seems to be good with performance perspective under this range category. Do not buy if you are looking for wider screen and thinner phone. I felt Y2 would have been better choice in the same range which I already brought one for the family.

Not satisfied with the looks, screen size and it is a fatty phone.",English,mixed,"['Overall Phone', 'performance perspective', 'range category', 'wider screen', 'thinner phone', 'same range', 'screen size', 'fatty phone', 'Y2', 'choice', 'family', 'looks']","[('Phone', 'Product'), ('phone', 'Product'), ('Y2', 'Organization'), ('one', 'Quantity'), ('family', 'PersonType'), ('phone', 'Product')]","[('Telephone', 'https://en.wikipedia.org/wiki/Telephone')]"
"Looks is poor. Very bad Performance, Camera quality Totally Worst. Please everybody do not buy Redmi 6 pro. Go to Realme 2. I wasted my money.",English,negative,"['bad Performance', 'Camera quality', 'Looks', 'everybody', 'Redmi 6', 'Realme', 'money']","[('Camera', 'Product'), ('Redmi 6 pro', 'Product'), ('2', 'Quantity')]","[('Performance', 'https://en.wikipedia.org/wiki/Performance'), ('Camera', 'https://en.wikipedia.org/wiki/Camera'), ('Comparison (grammar)', 'https://en.wikipedia.org/wiki/Comparison_(grammar)'), ('Redmi', 'https://en.wikipedia.org/wiki/Redmi'), ('Realme', 'https://en.wikipedia.org/wiki/Realme')]"
"Very poor quality in front facing camera, and sound quality very poor, full display not working all apps, video clear videosnot good ,zoom photos not clear picture, rs 10999 not worth this mobile waste of many, return option not available this phone, return my phone please Amazon",English,negative,"['poor quality', 'sound quality', 'full display', 'zoom photos', 'clear picture', 'mobile waste', 'front', 'camera', 'apps', 'video', 'rs', 'phone', 'Amazon']","[('camera', 'Product'), ('rs 10999', 'Quantity'), ('mobile', 'Product'), ('phone', 'Product'), ('phone', 'Product'), ('Amazon', 'Organization')]","[('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)')]"
I loved the fact that Lenovo gave me such a nice transparent back cover. Very happy with phone and cover quality,English,positive,"['nice transparent back cover', 'cover quality', 'fact', 'Lenovo', 'phone']","[('Lenovo', 'Organization'), ('back cover', 'Product'), ('phone', 'Product')]","[('Lenovo', 'https://en.wikipedia.org/wiki/Lenovo')]"
"Worst, don't go for it. Performance wise, camera wise, battery wise waste. Please go for any other good brand. In second time replacement also having the same front camera portrait issue, totally waste, audio quality is too low to audible.",English,negative,"['same front camera portrait issue', 'battery wise waste', 'other good brand', 'second time replacement', 'audio quality', 'Performance']","[('camera', 'Product'), ('battery', 'Product'), ('second', 'Quantity'), ('front camera', 'Product')]","[('Performance art', 'https://en.wikipedia.org/wiki/Performance_art')]"
"Please don't buy these product.. I have 3-mobile of MI but i did not face these type of issue. mobile data getting on and off automatically same things are happening with wifi, hot-spot and bluetooth. The handset behaving like cheap quality i think its duplicate or copy of original handset.",English,negative,"['mobile data', 'same things', 'cheap quality', 'original handset', 'product', '3-mobile', 'MI', 'type', 'issue', 'wifi', 'hot-spot', 'bluetooth', 'duplicate', 'copy']","[('product', 'Product'), ('3', 'Quantity'), ('MI', 'Location'), ('mobile data', 'Skill'), ('wifi', 'Product'), ('hot-spot', 'Product'), ('bluetooth', 'Product'), ('handset', 'Product'), ('handset', 'Product')]",[]
"after using two weeks i just analyse that it is a average phone in this price catagory. price should not be more than 10,000/- for this phone.
here i analyse some pros and cons of this phone after countinious using of this phone.
PROS:-
1.screen resolution is preety good 1080 x 2280 pixels, colours contrast also very impressive.
2.two days battery backup if you not playing heavy games on it like PUBG.
3.Snapdragon 625 is old but till now it's performance is awsm ,you did not face any lag in games in low graphic setting.
4.camera pictures quality is good, also portrait mode captures the good depth effect in photos but only in Day light condition in night you will face high noice in pictures
5.front facing camera also have AI depth effect it not too much good but you can take good selfy in day light condition.
6.process optimization in this phone is good.
7.there are a little notch which increase the looks and design of phone.
CONS:-
1.one thing i hate in this phone is its notifaction bar, you will not get all notification on top bar, every time you need to scroll down the ntification bar to see app notifications. net speed meter is also not shown and no whatsapp icon notification on the top of the bar. because of the notch on the screen. Mi company should needs to fix these minaor issues by new updatess.
2.Downloading process in background is little bit slow in this phone as compare to other redmi phones.
3. video recording quality of this phone is not good.
4.only 5MP front facing camera and quality is very average. in this price segment there are many phones avilabe which have better front cameras.",English,mixed,"['2.two days battery backup', '5MP front facing camera', 'low graphic setting', 'Day light condition', 'AI depth effect', 'net speed meter', 'other redmi phones', 'many phones avilabe', 'good depth effect', 'video recording quality', 'whatsapp icon notification', '4.camera pictures quality', 'two weeks', 'front cameras', 'good selfy', 'countinious using', '1080 x 2280 pixels', 'portrait mode', 'high noice', '6.process optimization', '1.one thing', 'app notifications', 'Mi company', 'minaor issues', 'new updatess', 'Downloading process', 'notifaction bar', 'ntification bar', 'price catagory', 'price segment', '1.screen resolution', 'heavy games', 'little notch', 'top bar', 'average phone', 'pros', 'cons', 'colours', 'contrast', 'PUBG', '3.Snapdragon', 'performance', 'awsm', 'lag', 'photos', 'night', 'looks', 'design', 'background']","[('two weeks', 'DateTime'), ('phone', 'Product'), ('10,000/-', 'Quantity'), ('phone', 'Product'), ('phone', 'Product'), ('phone', 'Product'), ('-\n1', 'Quantity'), ('1080 x 2280 pixels', 'Quantity'), ('2.two days', 'DateTime'), ('PUBG', 'Product'), ('3', 'Quantity'), ('Snapdragon 625', 'Product'), ('till now', 'DateTime'), ('awsm', 'Skill'), ('4', 'Quantity'), ('camera', 'Product'), ('night', 'DateTime'), ('5', 'Quantity'), ('camera', 'Product'), ('6', 'Quantity'), ('phone', 'Product'), ('7', 'Quantity'), ('design', 'Skill'), ('phone', 'Product'), ('CONS', 'Organization'), ('-\n1', 'Quantity'), ('one', 'Quantity'), ('phone', 'Product'), ('whatsapp', 'Product'), ('bar', 'Location'), ('screen', 'Product'), ('2', 'Quantity'), ('Downloading', 'Skill'), ('phone', 'Product'), ('redmi phones', 'Product'), ('3', 'Quantity'), ('phone', 'Product'), ('4', 'Quantity'), ('5MP', 'Quantity'), ('camera', 'Product'), ('phones', 'Product'), ('avilabe', 'Organization'), ('front cameras', 'Product')]","[(""PlayerUnknown's Battlegrounds"", ""https://en.wikipedia.org/wiki/PlayerUnknown's_Battlegrounds""), ('Qualcomm Snapdragon', 'https://en.wikipedia.org/wiki/Qualcomm_Snapdragon'), ('Day', 'https://en.wikipedia.org/wiki/Day'), ('Artificial intelligence', 'https://en.wikipedia.org/wiki/Artificial_intelligence'), ('Cons', 'https://en.wikipedia.org/wiki/Cons'), ('Xiaomi', 'https://en.wikipedia.org/wiki/Xiaomi')]"
"Bad experience ever battery% doesn't show.Low quality flash light, Sound very low..Nnot a metal body.cheaper metal used Only Display quality is excellent... price should be 9000-9500.Damaged charger given Amazon is cheating people",English,mixed,"['Low quality flash light', 'Display quality', 'Bad experience', 'metal body', 'cheaper metal', 'Damaged charger', 'price', 'Amazon', 'people']","[('battery%', 'Quantity'), ('flash light', 'Product'), ('metal body', 'Product'), ('metal', 'Product'), ('9000-9500', 'PhoneNumber'), ('charger', 'Product'), ('Amazon', 'Organization')]","[('Low-pressure area', 'https://en.wikipedia.org/wiki/Low-pressure_area'), ('Sound', 'https://en.wikipedia.org/wiki/Sound'), ('Display (zoology)', 'https://en.wikipedia.org/wiki/Display_(zoology)'), ('.amazon', 'https://en.wikipedia.org/wiki/.amazon')]"
Good,English,positive,['Good'],[],[]
"Osm product
Amazon is better then flipkart I never buy on 1st sale of mi phones on flipkart but in Amazon I order 2 phones in 1st sale quickly
This phone is very good and it's battery backup is amazing I love it very much
And it's camera is very good quality",English,positive,"['Osm product', '1st sale', 'battery backup', 'good quality', 'mi phones', '2 phones', 'Amazon', 'flipkart', 'camera']","[('Osm', 'Product'), ('Amazon', 'Organization'), ('flipkart', 'Organization'), ('1st', 'Quantity'), ('mi', 'Product'), ('phones', 'Product'), ('flipkart', 'Organization'), ('Amazon', 'Organization'), ('2', 'Quantity'), ('phones', 'Product'), ('1st', 'Quantity'), ('phone', 'Product'), ('battery', 'Skill'), ('camera', 'Product')]","[('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)')]"
"Very nice looking, slim, light weight, sound quality, battery back up... all factors are nice...MI 6 Pro is Nice mobile satisfied with prize and quality what I expected before purchasing.",English,positive,"['slim, light weight', 'MI 6 Pro', 'sound quality', 'looking', 'battery', 'factors', 'Nice', 'prize']","[('battery', 'Product'), ('MI 6 Pro', 'Product')]","[('.pro', 'https://en.wikipedia.org/wiki/.pro'), ('National Institute for Health and Care Excellence', 'https://en.wikipedia.org/wiki/National_Institute_for_Health_and_Care_Excellence')]"
Bettary so good,English,positive,['Bettary'],"[('Bettary', 'Person')]",[]
excellent this redmi 6 Pro so nice product of redmi product thank you for xiaomi,English,positive,"['redmi 6 Pro', 'nice product', 'redmi product', 'xiaomi']","[('redmi 6 Pro', 'Product'), ('redmi', 'Product')]","[('.pro', 'https://en.wikipedia.org/wiki/.pro')]"
"After using it for 10 days, I am writing it, this phone as well MI A2 Hangs, please do not purchase.",English,negative,"['MI A2 Hangs', '10 days', 'phone']","[('10 days', 'DateTime'), ('phone', 'Product')]","[('Xiaomi Mi A2', 'https://en.wikipedia.org/wiki/Xiaomi_Mi_A2')]"
"Working good with Snapdragon 625 which is its best part. Camera is also good in this price range, camera clarity is good. Just go for it..",English,positive,"['best part', 'price range', 'camera clarity', 'Snapdragon']","[('Snapdragon 625', 'Product'), ('Camera', 'Product'), ('camera', 'Product')]","[('Working (musical)', 'https://en.wikipedia.org/wiki/Working_(musical)'), ('Qualcomm Snapdragon', 'https://en.wikipedia.org/wiki/Qualcomm_Snapdragon'), ('Camera', 'https://en.wikipedia.org/wiki/Camera')]"
"Really nice one
Thankd",English,positive,[],"[('one', 'Quantity')]",[]
Dislike snapdragon 425,English,negative,['Dislike snapdragon'],"[('snapdragon 425', 'Product')]","[('Dislike', 'https://en.wikipedia.org/wiki/Dislike')]"
"the camera is good, phone is fast overall work well in all department",English,positive,"['camera', 'phone', 'work', 'department']","[('camera', 'Product'), ('phone', 'Product')]",[]
"I got this product today camera both front and back are not upto mark.
Pixels are scattered. Please don't buy this phone just because u r getting it for 11k.",English,negative,"['product', 'camera', 'mark', 'Pixels', 'phone', '11k']","[('today', 'DateTime'), ('camera', 'Product'), ('Pixels', 'Skill'), ('phone', 'Product'), ('11k', 'Quantity')]","[('Pixel', 'https://en.wikipedia.org/wiki/Pixel')]"
"Overall really good.Fingerprint and Face unlock is really fast.No lag problems while working or gaming.
Back camera is awesome.
But,if you are a selfie lover so then you should not go with this.
It contains Ir blaster,there are no other phones provides that.",English,positive,"['Face unlock', 'lag problems', 'Back camera', 'selfie lover', 'Ir blaster', 'other phones', 'Fingerprint']","[('fast.No', 'URL'), ('gaming', 'Skill'), ('camera', 'Product'), ('selfie lover', 'PersonType'), ('Ir blaster', 'Product'), ('phones', 'Product')]","[('Fingerprint', 'https://en.wikipedia.org/wiki/Fingerprint'), ('Infrared blaster', 'https://en.wikipedia.org/wiki/Infrared_blaster')]"
Very good phone at this price. Display quality perfect,English,positive,"['good phone', 'Display quality', 'price']","[('phone', 'Product')]","[('Display device', 'https://en.wikipedia.org/wiki/Display_device')]"
I have purchsed this item and two jio sim are not working togeher. But in specification it is given that it supports dual 4g sim. What is this? Please dove my problem.,English,negative,"['two jio sim', '4g sim', 'item', 'specification', 'dual', 'problem']","[('two', 'Quantity'), ('jio sim', 'Product'), ('dual 4g sim', 'Product')]",[]
Good purchase nice phone with good features like 3 slots and face lock,English,positive,"['Good purchase', 'nice phone', 'good features', 'face lock', '3 slots']","[('phone', 'Product'), ('3', 'Quantity')]",[]
Do not buy.,English,negative,[],[],[]
Phone has heating issue. Amazon return policy is very bad they will check our phone with blancco app. The app is designed to say phone is perfect always. Go for realme 2 much better phone and u can save 2000 rupees also.,English,mixed,"['Amazon return policy', 'heating issue', 'blancco app', 'Phone', 'realme', '2000 rupees']","[('Phone', 'Product'), ('Amazon', 'Organization'), ('phone', 'Product'), ('phone', 'Product'), ('realme 2', 'Product'), ('phone', 'Product'), ('2000 rupees', 'Quantity')]","[('Telephone', 'https://en.wikipedia.org/wiki/Telephone'), ('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)')]"
"Amazing phone like a iphone
Nice built quality
Super camera
Super display
Better battery
Using in single hands to happy
Value for money",English,positive,"['Amazing phone', 'Super camera', 'Super display', 'Better battery', 'single hands', 'iphone', 'Nice', 'quality', 'Value', 'money']","[('phone', 'Product'), ('iphone', 'Product'), ('Super camera', 'Product'), ('battery', 'Product')]","[('National Institute for Health and Care Excellence', 'https://en.wikipedia.org/wiki/National_Institute_for_Health_and_Care_Excellence'), ('Super (2010 American film)', 'https://en.wikipedia.org/wiki/Super_(2010_American_film)'), ('Value for Money', 'https://en.wikipedia.org/wiki/Value_for_Money')]"
Best value for money,English,positive,"['Best value', 'money']",[],"[('Best Value', 'https://en.wikipedia.org/wiki/Best_Value')]"
Please dont't bye camera is good but battery back up not good,English,negative,"['camera', 'battery']","[('camera', 'Product'), ('battery', 'Product')]",[]
i love it awesome phone 11k camera battery super b,English,positive,['awesome phone 11k camera battery'],"[('phone', 'Product'), ('11k', 'Quantity'), ('camera', 'Product'), ('battery', 'Product')]",[]
"This is a good mobile at this price.
Pros : Good display, fast processing and large battery.
Cons : Camera is good but nothing special having dual camera setup.",English,mixed,"['dual camera setup', 'good mobile', 'Good display', 'fast processing', 'large battery', 'price', 'Pros', 'Cons']","[('mobile', 'Product'), ('battery', 'Product'), ('Camera', 'Product'), ('camera', 'Product')]","[('Goods', 'https://en.wikipedia.org/wiki/Goods'), ('Connection-Oriented Network Service', 'https://en.wikipedia.org/wiki/Connection-Oriented_Network_Service'), ('Camera', 'https://en.wikipedia.org/wiki/Camera')]"
"Charging issue
Lagging issue
hanging issue
multiple issue.",English,negative,"['Charging issue', 'Lagging issue', 'hanging issue', 'multiple issue']","[('Charging', 'Skill'), ('hanging', 'Location')]",[]
"Nice product
Front or rear camera thoda accha hona chahiye tha",English,positive,"['accha hona chahiye tha', 'Nice product', 'rear camera', 'Front']","[('product', 'Product'), ('camera', 'Product')]","[('Front-wheel drive', 'https://en.wikipedia.org/wiki/Front-wheel_drive')]"
"I like This Phone, Awesome look and design.
I'm using this phone",English,positive,"['Awesome look', 'This Phone', 'design']","[('Phone', 'Product'), ('design', 'Skill'), ('phone', 'Product')]",[]
Product is avasome but invoice is note include......,English,neutral,"['Product', 'invoice', 'note']","[('Product', 'Product')]","[('Product (category theory)', 'https://en.wikipedia.org/wiki/Product_(category_theory)')]"
"Redmi Note4, Note5, now 6pro..It seems the older the model the better was the performance as I used all 3 models in the line. The notch design, hides the battery % and network speed, one has to pull down a bit to see these 2 things. Note 5 and 6pro both have a common issue-- after switching the swipe up (to unlock) does not work smoothly every time. The escape is to switch off the swipe up feature. After Note4, in the newer models the length of USB cable has become shorter, whichis a problem if you are little away from the plug point. How much cost does Xiaomi saves by shortening the cable? 6pro came with a smaller ejection tool, additional cost saving by cutting 2gm of metal. The front flash if Note5 has been removed in 6pro. These manufacturers seem to be idiots and fooling public by launching new models without any real additional feature or improvement. Anyway, its an OK phone for 10,000 (3GB/32GB). For 11,000 a customer expects a little more, and Xiaomi disappoints here.",English,mixed,"['smaller ejection tool', 'additional cost saving', 'real additional feature', 'notch design', 'network speed', 'common issue', 'plug point', 'front flash', 'OK phone', 'newer models', 'new models', 'USB cable', 'Redmi Note', '3 models', 'performance', 'line', '2 things', '6pro', 'swipe', 'escape', 'length', 'problem', 'Xiaomi', '2gm', 'metal', 'Note5', 'manufacturers', 'idiots', 'improvement', 'GB', 'customer']","[('Redmi Note4', 'Product'), ('Note5', 'Product'), ('now', 'DateTime'), ('3', 'Quantity'), ('network speed', 'Skill'), ('one', 'Quantity'), ('2', 'Quantity'), ('5', 'Quantity'), ('Note4', 'Product'), ('USB cable', 'Product'), ('Xiaomi', 'Organization'), ('6pro', 'Product'), ('2gm', 'Quantity'), ('metal', 'Product'), ('Note5', 'Product'), ('6pro', 'Product'), ('public', 'PersonType'), ('phone', 'Product'), ('10,000', 'Quantity'), ('(3GB', 'Quantity'), ('32GB', 'Quantity'), ('11,000', 'Quantity'), ('customer', 'PersonType'), ('Xiaomi', 'Organization')]","[('Redmi', 'https://en.wikipedia.org/wiki/Redmi'), ('Samsung Galaxy Note 5', 'https://en.wikipedia.org/wiki/Samsung_Galaxy_Note_5'), ('USB', 'https://en.wikipedia.org/wiki/USB'), ('Xiaomi', 'https://en.wikipedia.org/wiki/Xiaomi'), ('OK', 'https://en.wikipedia.org/wiki/OK')]"
I love mi,English,positive,[],[],[]
"Same old configurations with higher price.
Not worth for money.
Camera quality is not up to mark.
Notch - I personally feel this as a feature which is not useful for this size (5.84) of phone. Infact that makes phone looks smaller than 5.84 as notch is also included in size.

There are better options available in same price range.",English,mixed,"['Same old configurations', 'same price range', 'higher price', 'Camera quality', 'money', 'Notch', 'feature', 'size', 'phone', 'Infact', 'options']","[('Camera', 'Product'), ('5.84', 'Quantity'), ('phone', 'Product'), ('phone', 'Product'), ('5.84', 'Quantity')]","[('Camera', 'https://en.wikipedia.org/wiki/Camera'), ('Notch signaling pathway', 'https://en.wikipedia.org/wiki/Notch_signaling_pathway'), ('Corporate Accountability International', 'https://en.wikipedia.org/wiki/Corporate_Accountability_International')]"
